CruiseKey	StationKey	HaulKey	SpeciesCategoryKey	SampleKey	IndividualKey	Individual	IndividualRoundWeight	IndividualTotalLength	LengthResolution	WeightMeasurement	IndividualAge	IndividualSex	readability
2020821/5/2020/3317/21	42	37257	havsil/171677/126751/NA	1	48	2020821/5/2020/3317/21-42-37257-havsil/171677/126751/NA-1-48	6	12.5	0.5	IndividualWeight			
2020821/5/2020/3317/21	42	37257	havsil/171677/126751/NA	1	49	2020821/5/2020/3317/21-42-37257-havsil/171677/126751/NA-1-49	9	13.5	0.5	IndividualWeight			
2020821/5/2020/3317/21	42	37257	havsil/171677/126751/NA	1	50	2020821/5/2020/3317/21-42-37257-havsil/171677/126751/NA-1-50	15	17	0.5	IndividualWeight			
2020821/5/2020/3317/21	42	37257	havsil/171677/126751/NA	1	51	2020821/5/2020/3317/21-42-37257-havsil/171677/126751/NA-1-51	5	11.5	0.5	IndividualWeight			
2020821/5/2020/3317/21	42	37257	havsil/171677/126751/NA	1	52	2020821/5/2020/3317/21-42-37257-havsil/171677/126751/NA-1-52	7	12.5	0.5	IndividualWeight			
2020821/5/2020/3317/21	42	37257	havsil/171677/126751/NA	1	53	2020821/5/2020/3317/21-42-37257-havsil/171677/126751/NA-1-53	7	13	0.5	IndividualWeight			
2020821/5/2020/3317/21	42	37257	havsil/171677/126751/NA	1	54	2020821/5/2020/3317/21-42-37257-havsil/171677/126751/NA-1-54	9	13	0.5	IndividualWeight			
2020821/5/2020/3317/21	42	37257	havsil/171677/126751/NA	1	55	2020821/5/2020/3317/21-42-37257-havsil/171677/126751/NA-1-55	8	13.5	0.5	IndividualWeight			
2020821/5/2020/3317/21	42	37257	havsil/171677/126751/NA	1	56	2020821/5/2020/3317/21-42-37257-havsil/171677/126751/NA-1-56	9	14	0.5	IndividualWeight			
2020821/5/2020/3317/21	42	37257	havsil/171677/126751/NA	1	57	2020821/5/2020/3317/21-42-37257-havsil/171677/126751/NA-1-57	8	13.5	0.5	IndividualWeight			
2020821/5/2020/3317/21	42	37257	havsil/171677/126751/NA	1	58	2020821/5/2020/3317/21-42-37257-havsil/171677/126751/NA-1-58	19	18	0.5	IndividualWeight			
2020821/5/2020/3317/21	42	37257	havsil/171677/126751/NA	1	59	2020821/5/2020/3317/21-42-37257-havsil/171677/126751/NA-1-59	8	13.5	0.5	IndividualWeight			
2020821/5/2020/3317/21	42	37257	havsil/171677/126751/NA	1	60	2020821/5/2020/3317/21-42-37257-havsil/171677/126751/NA-1-60	7	13	0.5	IndividualWeight			
2020821/5/2020/3317/21	42	37257	havsil/171677/126751/NA	1	61	2020821/5/2020/3317/21-42-37257-havsil/171677/126751/NA-1-61	10	14.5	0.5	IndividualWeight			
2020821/5/2020/3317/21	42	37257	havsil/171677/126751/NA	1	62	2020821/5/2020/3317/21-42-37257-havsil/171677/126751/NA-1-62	9	13.5	0.5	IndividualWeight			
2020821/5/2020/3317/21	42	37257	havsil/171677/126751/NA	1	63	2020821/5/2020/3317/21-42-37257-havsil/171677/126751/NA-1-63	10	14.5	0.5	IndividualWeight			
2020821/5/2020/3317/21	42	37257	havsil/171677/126751/NA	1	64	2020821/5/2020/3317/21-42-37257-havsil/171677/126751/NA-1-64	15	16.5	0.5	IndividualWeight			
2020821/5/2020/3317/21	42	37257	havsil/171677/126751/NA	1	65	2020821/5/2020/3317/21-42-37257-havsil/171677/126751/NA-1-65	11	14.5	0.5	IndividualWeight			
2020821/5/2020/3317/21	42	37257	havsil/171677/126751/NA	1	66	2020821/5/2020/3317/21-42-37257-havsil/171677/126751/NA-1-66	4	11.5	0.5	IndividualWeight			
2020821/5/2020/3317/21	42	37257	havsil/171677/126751/NA	1	67	2020821/5/2020/3317/21-42-37257-havsil/171677/126751/NA-1-67	9	14	0.5	IndividualWeight			
2020821/5/2020/3317/21	42	37257	havsil/171677/126751/NA	1	68	2020821/5/2020/3317/21-42-37257-havsil/171677/126751/NA-1-68	8	13	0.5	IndividualWeight			
2020821/5/2020/3317/21	42	37257	havsil/171677/126751/NA	1	69	2020821/5/2020/3317/21-42-37257-havsil/171677/126751/NA-1-69	6	12.5	0.5	IndividualWeight			
2020821/5/2020/3317/21	42	37257	havsil/171677/126751/NA	1	70	2020821/5/2020/3317/21-42-37257-havsil/171677/126751/NA-1-70	8	14	0.5	IndividualWeight			
2020821/5/2020/3317/21	42	37257	havsil/171677/126751/NA	1	71	2020821/5/2020/3317/21-42-37257-havsil/171677/126751/NA-1-71	9	14.5	0.5	IndividualWeight			
2020821/5/2020/3317/21	42	37257	havsil/171677/126751/NA	1	72	2020821/5/2020/3317/21-42-37257-havsil/171677/126751/NA-1-72	7	13	0.5	IndividualWeight			
2020821/5/2020/3317/21	42	37257	havsil/171677/126751/NA	1	73	2020821/5/2020/3317/21-42-37257-havsil/171677/126751/NA-1-73	4	11	0.5	IndividualWeight			
2020821/5/2020/3317/21	42	37257	havsil/171677/126751/NA	1	74	2020821/5/2020/3317/21-42-37257-havsil/171677/126751/NA-1-74	7	14	0.5	IndividualWeight			
2020821/5/2020/3317/21	42	37257	havsil/171677/126751/NA	1	75	2020821/5/2020/3317/21-42-37257-havsil/171677/126751/NA-1-75	8	13.5	0.5	IndividualWeight			
2020821/5/2020/3317/21	42	37257	havsil/171677/126751/NA	1	76	2020821/5/2020/3317/21-42-37257-havsil/171677/126751/NA-1-76	7	13	0.5	IndividualWeight			
2020821/5/2020/3317/21	42	37257	havsil/171677/126751/NA	1	77	2020821/5/2020/3317/21-42-37257-havsil/171677/126751/NA-1-77	6	12	0.5	IndividualWeight			
2020821/5/2020/3317/21	42	37257	havsil/171677/126751/NA	1	78	2020821/5/2020/3317/21-42-37257-havsil/171677/126751/NA-1-78	13	16	0.5	IndividualWeight			
2020821/5/2020/3317/21	42	37257	havsil/171677/126751/NA	1	79	2020821/5/2020/3317/21-42-37257-havsil/171677/126751/NA-1-79	8	13	0.5	IndividualWeight			
2020821/5/2020/3317/21	42	37257	havsil/171677/126751/NA	1	80	2020821/5/2020/3317/21-42-37257-havsil/171677/126751/NA-1-80	7	13	0.5	IndividualWeight			
2020821/5/2020/3317/21	42	37257	havsil/171677/126751/NA	1	81	2020821/5/2020/3317/21-42-37257-havsil/171677/126751/NA-1-81	6	12	0.5	IndividualWeight			
2020821/5/2020/3317/21	42	37257	havsil/171677/126751/NA	1	82	2020821/5/2020/3317/21-42-37257-havsil/171677/126751/NA-1-82	6	12.5	0.5	IndividualWeight			
2020821/5/2020/3317/21	42	37257	havsil/171677/126751/NA	1	83	2020821/5/2020/3317/21-42-37257-havsil/171677/126751/NA-1-83	9	14	0.5	IndividualWeight			
2020821/5/2020/3317/21	42	37257	havsil/171677/126751/NA	1	84	2020821/5/2020/3317/21-42-37257-havsil/171677/126751/NA-1-84	6	12.5	0.5	IndividualWeight			
2020821/5/2020/3317/21	42	37257	havsil/171677/126751/NA	1	85	2020821/5/2020/3317/21-42-37257-havsil/171677/126751/NA-1-85	6	12.5	0.5	IndividualWeight			
2020821/5/2020/3317/21	42	37257	havsil/171677/126751/NA	1	86	2020821/5/2020/3317/21-42-37257-havsil/171677/126751/NA-1-86	6	12.5	0.5	IndividualWeight			
2020821/5/2020/3317/21	42	37257	havsil/171677/126751/NA	1	87	2020821/5/2020/3317/21-42-37257-havsil/171677/126751/NA-1-87	9	14	0.5	IndividualWeight			
2020821/5/2020/3317/21	42	37257	havsil/171677/126751/NA	1	88	2020821/5/2020/3317/21-42-37257-havsil/171677/126751/NA-1-88	7	13.5	0.5	IndividualWeight			
2020821/5/2020/3317/21	42	37257	havsil/171677/126751/NA	1	89	2020821/5/2020/3317/21-42-37257-havsil/171677/126751/NA-1-89	7	13	0.5	IndividualWeight			
2020821/5/2020/3317/21	42	37257	havsil/171677/126751/NA	1	90	2020821/5/2020/3317/21-42-37257-havsil/171677/126751/NA-1-90	7	12.5	0.5	IndividualWeight			
2020821/5/2020/3317/21	42	37257	havsil/171677/126751/NA	1	91	2020821/5/2020/3317/21-42-37257-havsil/171677/126751/NA-1-91	18	18	0.5	IndividualWeight			
2020821/5/2020/3317/21	42	37257	havsil/171677/126751/NA	1	92	2020821/5/2020/3317/21-42-37257-havsil/171677/126751/NA-1-92	11	14.5	0.5	IndividualWeight			
2020821/5/2020/3317/21	42	37257	havsil/171677/126751/NA	1	93	2020821/5/2020/3317/21-42-37257-havsil/171677/126751/NA-1-93	7	13	0.5	IndividualWeight			
2020821/5/2020/3317/21	42	37257	havsil/171677/126751/NA	1	94	2020821/5/2020/3317/21-42-37257-havsil/171677/126751/NA-1-94	7	13	0.5	IndividualWeight			
2020821/5/2020/3317/21	42	37257	havsil/171677/126751/NA	1	95	2020821/5/2020/3317/21-42-37257-havsil/171677/126751/NA-1-95	14	16	0.5	IndividualWeight			
2020821/5/2020/3317/21	42	37257	havsil/171677/126751/NA	1	96	2020821/5/2020/3317/21-42-37257-havsil/171677/126751/NA-1-96	10	14.5	0.5	IndividualWeight			
2020821/5/2020/3317/21	42	37257	havsil/171677/126751/NA	1	97	2020821/5/2020/3317/21-42-37257-havsil/171677/126751/NA-1-97	8	13.5	0.5	IndividualWeight			
2020821/5/2020/3317/21	42	37257	havsil/171677/126751/NA	1	98	2020821/5/2020/3317/21-42-37257-havsil/171677/126751/NA-1-98	4	11.5	0.5	IndividualWeight			
2020821/5/2020/3317/21	42	37257	havsil/171677/126751/NA	1	99	2020821/5/2020/3317/21-42-37257-havsil/171677/126751/NA-1-99	11	15.5	0.5	IndividualWeight			
2020821/5/2020/3317/21	42	37257	havsil/171677/126751/NA	1	100	2020821/5/2020/3317/21-42-37257-havsil/171677/126751/NA-1-100	9	13.5	0.5	IndividualWeight			
2020821/5/2020/3317/21	43	37258	havsil/171677/126751/NA	2	2	2020821/5/2020/3317/21-43-37258-havsil/171677/126751/NA-2-2	4	13	0.5	IndividualWeight	1		1
2020821/5/2020/3317/21	44	37259	havsil/171677/126751/NA	3	1	2020821/5/2020/3317/21-44-37259-havsil/171677/126751/NA-3-1	10	14.5	0.5	IndividualWeight	1		1
2020821/5/2020/3317/21	44	37259	havsil/171677/126751/NA	3	2	2020821/5/2020/3317/21-44-37259-havsil/171677/126751/NA-3-2	8	13	0.5	IndividualWeight	1		1
2020821/5/2020/3317/21	44	37259	havsil/171677/126751/NA	3	3	2020821/5/2020/3317/21-44-37259-havsil/171677/126751/NA-3-3	8	13.5	0.5	IndividualWeight	1		1
2020821/5/2020/3317/21	44	37259	havsil/171677/126751/NA	3	4	2020821/5/2020/3317/21-44-37259-havsil/171677/126751/NA-3-4	5	12	0.5	IndividualWeight	1		1
2020821/5/2020/3317/21	44	37259	havsil/171677/126751/NA	3	5	2020821/5/2020/3317/21-44-37259-havsil/171677/126751/NA-3-5	5	12	0.5	IndividualWeight	1		1
2020821/5/2020/3317/21	44	37259	havsil/171677/126751/NA	3	6	2020821/5/2020/3317/21-44-37259-havsil/171677/126751/NA-3-6	8	13.5	0.5	IndividualWeight	1		1
2020821/5/2020/3317/21	44	37259	havsil/171677/126751/NA	3	7	2020821/5/2020/3317/21-44-37259-havsil/171677/126751/NA-3-7	7	13	0.5	IndividualWeight	1		1
2020821/5/2020/3317/21	44	37259	havsil/171677/126751/NA	3	8	2020821/5/2020/3317/21-44-37259-havsil/171677/126751/NA-3-8	6	12.5	0.5	IndividualWeight	1		1
2020821/5/2020/3317/21	44	37259	havsil/171677/126751/NA	3	9	2020821/5/2020/3317/21-44-37259-havsil/171677/126751/NA-3-9	6	13	0.5	IndividualWeight	1		1
2020821/5/2020/3317/21	44	37259	havsil/171677/126751/NA	3	10	2020821/5/2020/3317/21-44-37259-havsil/171677/126751/NA-3-10	7	12.5	0.5	IndividualWeight	1		1
2020821/5/2020/3317/21	44	37259	havsil/171677/126751/NA	3	11	2020821/5/2020/3317/21-44-37259-havsil/171677/126751/NA-3-11	6	12.5	0.5	IndividualWeight	1		1
2020821/5/2020/3317/21	44	37259	havsil/171677/126751/NA	3	12	2020821/5/2020/3317/21-44-37259-havsil/171677/126751/NA-3-12	8	13.5	0.5	IndividualWeight	1		1
2020821/5/2020/3317/21	44	37259	havsil/171677/126751/NA	3	13	2020821/5/2020/3317/21-44-37259-havsil/171677/126751/NA-3-13	16	18	0.5	IndividualWeight	4		1
2020821/5/2020/3317/21	44	37259	havsil/171677/126751/NA	3	14	2020821/5/2020/3317/21-44-37259-havsil/171677/126751/NA-3-14	5	11.5	0.5	IndividualWeight	1		1
2020821/5/2020/3317/21	44	37259	havsil/171677/126751/NA	3	15	2020821/5/2020/3317/21-44-37259-havsil/171677/126751/NA-3-15	5	12	0.5	IndividualWeight	1		1
2020821/5/2020/3317/21	44	37259	havsil/171677/126751/NA	3	16	2020821/5/2020/3317/21-44-37259-havsil/171677/126751/NA-3-16	7	12.5	0.5	IndividualWeight	1		1
2020821/5/2020/3317/21	44	37259	havsil/171677/126751/NA	3	17	2020821/5/2020/3317/21-44-37259-havsil/171677/126751/NA-3-17	7	13	0.5	IndividualWeight	1		1
2020821/5/2020/3317/21	44	37259	havsil/171677/126751/NA	3	18	2020821/5/2020/3317/21-44-37259-havsil/171677/126751/NA-3-18	5	12	0.5	IndividualWeight	1		1
2020821/5/2020/3317/21	44	37259	havsil/171677/126751/NA	3	19	2020821/5/2020/3317/21-44-37259-havsil/171677/126751/NA-3-19	4	11	0.5	IndividualWeight	1		1
2020821/5/2020/3317/21	44	37259	havsil/171677/126751/NA	3	20	2020821/5/2020/3317/21-44-37259-havsil/171677/126751/NA-3-20	4	11	0.5	IndividualWeight	1		1
2020821/5/2020/3317/21	44	37259	havsil/171677/126751/NA	3	21	2020821/5/2020/3317/21-44-37259-havsil/171677/126751/NA-3-21	7	12.5	0.5	IndividualWeight	1		1
2020821/5/2020/3317/21	44	37259	havsil/171677/126751/NA	3	22	2020821/5/2020/3317/21-44-37259-havsil/171677/126751/NA-3-22	5	12.5	0.5	IndividualWeight	1		1
2020821/5/2020/3317/21	44	37259	havsil/171677/126751/NA	3	23	2020821/5/2020/3317/21-44-37259-havsil/171677/126751/NA-3-23	9	13.5	0.5	IndividualWeight	1		1
2020821/5/2020/3317/21	44	37259	havsil/171677/126751/NA	3	24	2020821/5/2020/3317/21-44-37259-havsil/171677/126751/NA-3-24	6	11.5	0.5	IndividualWeight	1		1
2020821/5/2020/3317/21	44	37259	havsil/171677/126751/NA	3	25	2020821/5/2020/3317/21-44-37259-havsil/171677/126751/NA-3-25	10	14	0.5	IndividualWeight	1		1
2020821/5/2020/3317/21	44	37259	havsil/171677/126751/NA	3	26	2020821/5/2020/3317/21-44-37259-havsil/171677/126751/NA-3-26	10	14.5	0.5	IndividualWeight			
2020821/5/2020/3317/21	44	37259	havsil/171677/126751/NA	3	27	2020821/5/2020/3317/21-44-37259-havsil/171677/126751/NA-3-27	5	11	0.5	IndividualWeight			
2020821/5/2020/3317/21	44	37259	havsil/171677/126751/NA	3	28	2020821/5/2020/3317/21-44-37259-havsil/171677/126751/NA-3-28	7	13	0.5	IndividualWeight			
2020821/5/2020/3317/21	44	37259	havsil/171677/126751/NA	3	29	2020821/5/2020/3317/21-44-37259-havsil/171677/126751/NA-3-29	6	12	0.5	IndividualWeight			
2020821/5/2020/3317/21	44	37259	havsil/171677/126751/NA	3	30	2020821/5/2020/3317/21-44-37259-havsil/171677/126751/NA-3-30	6	12	0.5	IndividualWeight			
2020821/5/2020/3317/21	44	37259	havsil/171677/126751/NA	3	31	2020821/5/2020/3317/21-44-37259-havsil/171677/126751/NA-3-31	5	11.5	0.5	IndividualWeight			
2020821/5/2020/3317/21	44	37259	havsil/171677/126751/NA	3	32	2020821/5/2020/3317/21-44-37259-havsil/171677/126751/NA-3-32	8	13	0.5	IndividualWeight			
2020821/5/2020/3317/21	44	37259	havsil/171677/126751/NA	3	33	2020821/5/2020/3317/21-44-37259-havsil/171677/126751/NA-3-33	5	11.5	0.5	IndividualWeight			
2020821/5/2020/3317/21	44	37259	havsil/171677/126751/NA	3	34	2020821/5/2020/3317/21-44-37259-havsil/171677/126751/NA-3-34	5	12	0.5	IndividualWeight			
2020821/5/2020/3317/21	44	37259	havsil/171677/126751/NA	3	35	2020821/5/2020/3317/21-44-37259-havsil/171677/126751/NA-3-35	5	11.5	0.5	IndividualWeight			
2020821/5/2020/3317/21	44	37259	havsil/171677/126751/NA	3	36	2020821/5/2020/3317/21-44-37259-havsil/171677/126751/NA-3-36	6	12.5	0.5	IndividualWeight			
2020821/5/2020/3317/21	44	37259	havsil/171677/126751/NA	3	37	2020821/5/2020/3317/21-44-37259-havsil/171677/126751/NA-3-37	8	13	0.5	IndividualWeight			
2020821/5/2020/3317/21	44	37259	havsil/171677/126751/NA	3	38	2020821/5/2020/3317/21-44-37259-havsil/171677/126751/NA-3-38	9	13.5	0.5	IndividualWeight			
2020821/5/2020/3317/21	44	37259	havsil/171677/126751/NA	3	39	2020821/5/2020/3317/21-44-37259-havsil/171677/126751/NA-3-39	7	12.5	0.5	IndividualWeight			
2020821/5/2020/3317/21	44	37259	havsil/171677/126751/NA	3	40	2020821/5/2020/3317/21-44-37259-havsil/171677/126751/NA-3-40	6	12.5	0.5	IndividualWeight			
2020821/5/2020/3317/21	44	37259	havsil/171677/126751/NA	3	41	2020821/5/2020/3317/21-44-37259-havsil/171677/126751/NA-3-41	7	12.5	0.5	IndividualWeight			
2020821/5/2020/3317/21	44	37259	havsil/171677/126751/NA	3	42	2020821/5/2020/3317/21-44-37259-havsil/171677/126751/NA-3-42	7	12.5	0.5	IndividualWeight			
2020821/5/2020/3317/21	44	37259	havsil/171677/126751/NA	3	43	2020821/5/2020/3317/21-44-37259-havsil/171677/126751/NA-3-43	5	11.5	0.5	IndividualWeight			
2020821/5/2020/3317/21	44	37259	havsil/171677/126751/NA	3	44	2020821/5/2020/3317/21-44-37259-havsil/171677/126751/NA-3-44	5	11.5	0.5	IndividualWeight			
2020821/5/2020/3317/21	44	37259	havsil/171677/126751/NA	3	45	2020821/5/2020/3317/21-44-37259-havsil/171677/126751/NA-3-45	8	13.5	0.5	IndividualWeight			
2020821/5/2020/3317/21	44	37259	havsil/171677/126751/NA	3	46	2020821/5/2020/3317/21-44-37259-havsil/171677/126751/NA-3-46	5	11.5	0.5	IndividualWeight			
2020821/5/2020/3317/21	44	37259	havsil/171677/126751/NA	3	47	2020821/5/2020/3317/21-44-37259-havsil/171677/126751/NA-3-47	5	12	0.5	IndividualWeight			
2020821/5/2020/3317/21	44	37259	havsil/171677/126751/NA	3	48	2020821/5/2020/3317/21-44-37259-havsil/171677/126751/NA-3-48	4	11	0.5	IndividualWeight			
2020821/5/2020/3317/21	44	37259	havsil/171677/126751/NA	3	49	2020821/5/2020/3317/21-44-37259-havsil/171677/126751/NA-3-49	5	12	0.5	IndividualWeight			
2020821/5/2020/3317/21	44	37259	havsil/171677/126751/NA	3	50	2020821/5/2020/3317/21-44-37259-havsil/171677/126751/NA-3-50	7	13	0.5	IndividualWeight			
2020821/5/2020/3317/21	44	37259	havsil/171677/126751/NA	3	51	2020821/5/2020/3317/21-44-37259-havsil/171677/126751/NA-3-51	10	13.5	0.5	IndividualWeight			
2020821/5/2020/3317/21	44	37259	havsil/171677/126751/NA	3	52	2020821/5/2020/3317/21-44-37259-havsil/171677/126751/NA-3-52	6	12	0.5	IndividualWeight			
2020821/5/2020/3317/21	44	37259	havsil/171677/126751/NA	3	53	2020821/5/2020/3317/21-44-37259-havsil/171677/126751/NA-3-53	9	14	0.5	IndividualWeight			
2020821/5/2020/3317/21	44	37259	havsil/171677/126751/NA	3	54	2020821/5/2020/3317/21-44-37259-havsil/171677/126751/NA-3-54	14	16.5	0.5	IndividualWeight			
2020821/5/2020/3317/21	44	37259	havsil/171677/126751/NA	3	55	2020821/5/2020/3317/21-44-37259-havsil/171677/126751/NA-3-55	5	11	0.5	IndividualWeight			
2020821/5/2020/3317/21	44	37259	havsil/171677/126751/NA	3	56	2020821/5/2020/3317/21-44-37259-havsil/171677/126751/NA-3-56	7	12.5	0.5	IndividualWeight			
2020821/5/2020/3317/21	44	37259	havsil/171677/126751/NA	3	57	2020821/5/2020/3317/21-44-37259-havsil/171677/126751/NA-3-57	8	13.5	0.5	IndividualWeight			
2020821/5/2020/3317/21	44	37259	havsil/171677/126751/NA	3	58	2020821/5/2020/3317/21-44-37259-havsil/171677/126751/NA-3-58	8	11.5	0.5	IndividualWeight			
2020821/5/2020/3317/21	44	37259	havsil/171677/126751/NA	3	59	2020821/5/2020/3317/21-44-37259-havsil/171677/126751/NA-3-59	7	13	0.5	IndividualWeight			
2020821/5/2020/3317/21	44	37259	havsil/171677/126751/NA	3	60	2020821/5/2020/3317/21-44-37259-havsil/171677/126751/NA-3-60	5	12	0.5	IndividualWeight			
2020821/5/2020/3317/21	44	37259	havsil/171677/126751/NA	3	61	2020821/5/2020/3317/21-44-37259-havsil/171677/126751/NA-3-61	3	10.5	0.5	IndividualWeight			
2020821/5/2020/3317/21	44	37259	havsil/171677/126751/NA	3	62	2020821/5/2020/3317/21-44-37259-havsil/171677/126751/NA-3-62	4	11	0.5	IndividualWeight			
2020821/5/2020/3317/21	44	37259	havsil/171677/126751/NA	3	63	2020821/5/2020/3317/21-44-37259-havsil/171677/126751/NA-3-63	5	12	0.5	IndividualWeight			
2020821/5/2020/3317/21	44	37259	havsil/171677/126751/NA	3	64	2020821/5/2020/3317/21-44-37259-havsil/171677/126751/NA-3-64	6	12	0.5	IndividualWeight			
2020821/5/2020/3317/21	44	37259	havsil/171677/126751/NA	3	65	2020821/5/2020/3317/21-44-37259-havsil/171677/126751/NA-3-65	7	13	0.5	IndividualWeight			
2020821/5/2020/3317/21	44	37259	havsil/171677/126751/NA	3	66	2020821/5/2020/3317/21-44-37259-havsil/171677/126751/NA-3-66	7	12.5	0.5	IndividualWeight			
2020821/5/2020/3317/21	44	37259	havsil/171677/126751/NA	3	67	2020821/5/2020/3317/21-44-37259-havsil/171677/126751/NA-3-67	9	13	0.5	IndividualWeight			
2020821/5/2020/3317/21	44	37259	havsil/171677/126751/NA	3	68	2020821/5/2020/3317/21-44-37259-havsil/171677/126751/NA-3-68	7	12.5	0.5	IndividualWeight			
2020821/5/2020/3317/21	44	37259	havsil/171677/126751/NA	3	69	2020821/5/2020/3317/21-44-37259-havsil/171677/126751/NA-3-69	4	10.5	0.5	IndividualWeight			
2020821/5/2020/3317/21	44	37259	havsil/171677/126751/NA	3	70	2020821/5/2020/3317/21-44-37259-havsil/171677/126751/NA-3-70	6	12	0.5	IndividualWeight			
2020821/5/2020/3317/21	44	37259	havsil/171677/126751/NA	3	71	2020821/5/2020/3317/21-44-37259-havsil/171677/126751/NA-3-71	4	11	0.5	IndividualWeight			
2020821/5/2020/3317/21	44	37259	havsil/171677/126751/NA	3	72	2020821/5/2020/3317/21-44-37259-havsil/171677/126751/NA-3-72	7	12.5	0.5	IndividualWeight			
2020821/5/2020/3317/21	44	37259	havsil/171677/126751/NA	3	73	2020821/5/2020/3317/21-44-37259-havsil/171677/126751/NA-3-73	15	17.5	0.5	IndividualWeight			
2020821/5/2020/3317/21	44	37259	havsil/171677/126751/NA	3	74	2020821/5/2020/3317/21-44-37259-havsil/171677/126751/NA-3-74	5	11.5	0.5	IndividualWeight			
2020821/5/2020/3317/21	44	37259	havsil/171677/126751/NA	3	75	2020821/5/2020/3317/21-44-37259-havsil/171677/126751/NA-3-75	7	13	0.5	IndividualWeight			
2020821/5/2020/3317/21	44	37259	havsil/171677/126751/NA	3	76	2020821/5/2020/3317/21-44-37259-havsil/171677/126751/NA-3-76	5	11.5	0.5	IndividualWeight			
2020821/5/2020/3317/21	44	37259	havsil/171677/126751/NA	3	77	2020821/5/2020/3317/21-44-37259-havsil/171677/126751/NA-3-77	5	11.5	0.5	IndividualWeight			
2020821/5/2020/3317/21	44	37259	havsil/171677/126751/NA	3	78	2020821/5/2020/3317/21-44-37259-havsil/171677/126751/NA-3-78	4	11	0.5	IndividualWeight			
2020821/5/2020/3317/21	44	37259	havsil/171677/126751/NA	3	79	2020821/5/2020/3317/21-44-37259-havsil/171677/126751/NA-3-79	5	12	0.5	IndividualWeight			
2020821/5/2020/3317/21	44	37259	havsil/171677/126751/NA	3	80	2020821/5/2020/3317/21-44-37259-havsil/171677/126751/NA-3-80	5	11.5	0.5	IndividualWeight			
2020821/5/2020/3317/21	44	37259	havsil/171677/126751/NA	3	81	2020821/5/2020/3317/21-44-37259-havsil/171677/126751/NA-3-81	6	12	0.5	IndividualWeight			
2020821/5/2020/3317/21	44	37259	havsil/171677/126751/NA	3	82	2020821/5/2020/3317/21-44-37259-havsil/171677/126751/NA-3-82	8	13	0.5	IndividualWeight			
2020821/5/2020/3317/21	44	37259	havsil/171677/126751/NA	3	83	2020821/5/2020/3317/21-44-37259-havsil/171677/126751/NA-3-83	4	10.5	0.5	IndividualWeight			
2020821/5/2020/3317/21	44	37259	havsil/171677/126751/NA	3	84	2020821/5/2020/3317/21-44-37259-havsil/171677/126751/NA-3-84	4	11.5	0.5	IndividualWeight			
2020821/5/2020/3317/21	44	37259	havsil/171677/126751/NA	3	85	2020821/5/2020/3317/21-44-37259-havsil/171677/126751/NA-3-85	7	12.5	0.5	IndividualWeight			
2020821/5/2020/3317/21	44	37259	havsil/171677/126751/NA	3	86	2020821/5/2020/3317/21-44-37259-havsil/171677/126751/NA-3-86	7	13	0.5	IndividualWeight			
2020821/5/2020/3317/21	44	37259	havsil/171677/126751/NA	3	87	2020821/5/2020/3317/21-44-37259-havsil/171677/126751/NA-3-87	5	11.5	0.5	IndividualWeight			
2020821/5/2020/3317/21	44	37259	havsil/171677/126751/NA	3	88	2020821/5/2020/3317/21-44-37259-havsil/171677/126751/NA-3-88	6	12.5	0.5	IndividualWeight			
2020821/5/2020/3317/21	44	37259	havsil/171677/126751/NA	3	89	2020821/5/2020/3317/21-44-37259-havsil/171677/126751/NA-3-89	6	12.5	0.5	IndividualWeight			
2020821/5/2020/3317/21	44	37259	havsil/171677/126751/NA	3	90	2020821/5/2020/3317/21-44-37259-havsil/171677/126751/NA-3-90	4	10.5	0.5	IndividualWeight			
2020821/5/2020/3317/21	44	37259	havsil/171677/126751/NA	3	91	2020821/5/2020/3317/21-44-37259-havsil/171677/126751/NA-3-91	7	12.5	0.5	IndividualWeight			
2020821/5/2020/3317/21	44	37259	havsil/171677/126751/NA	3	92	2020821/5/2020/3317/21-44-37259-havsil/171677/126751/NA-3-92	7	13	0.5	IndividualWeight			
2020821/5/2020/3317/21	44	37259	havsil/171677/126751/NA	3	93	2020821/5/2020/3317/21-44-37259-havsil/171677/126751/NA-3-93	5	11.5	0.5	IndividualWeight			
2020821/5/2020/3317/21	44	37259	havsil/171677/126751/NA	3	94	2020821/5/2020/3317/21-44-37259-havsil/171677/126751/NA-3-94	4	11	0.5	IndividualWeight			
2020821/5/2020/3317/21	44	37259	havsil/171677/126751/NA	3	95	2020821/5/2020/3317/21-44-37259-havsil/171677/126751/NA-3-95	7	13.5	0.5	IndividualWeight			
2020821/5/2020/3317/21	44	37259	havsil/171677/126751/NA	3	96	2020821/5/2020/3317/21-44-37259-havsil/171677/126751/NA-3-96	8	13	0.5	IndividualWeight			
2020821/5/2020/3317/21	44	37259	havsil/171677/126751/NA	3	97	2020821/5/2020/3317/21-44-37259-havsil/171677/126751/NA-3-97	6	12	0.5	IndividualWeight			
2020821/5/2020/3317/21	44	37259	havsil/171677/126751/NA	3	98	2020821/5/2020/3317/21-44-37259-havsil/171677/126751/NA-3-98	4	11	0.5	IndividualWeight			
2020821/5/2020/3317/21	44	37259	havsil/171677/126751/NA	3	99	2020821/5/2020/3317/21-44-37259-havsil/171677/126751/NA-3-99	7	13	0.5	IndividualWeight			
